,Gender,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Shrooms,Nicotine,VSA,Alcohol_bin,Amphet_bin,Amyl_bin,Benzos_bin,Caff_bin,Cannabis_bin,Choc_bin,Coke_bin,Crack_bin,Ecstasy_bin,Heroin_bin,Ketamine_bin,Legalh_bin,LSD_bin,Meth_bin,Shrooms_bin,Nicotine_bin,VSA_bin,age_25-34,age_35-44,age_45-54,age_55-64,age_65+,educ_at_17,educ_at_18,educ_before_16,educ_diploma,educ_doctorate_degree,educ_masters_degree,educ_some_college,educ_university_degree,country_canada,country_new_zealand,country_other,country_republic_of_ireland,country_uk,country_usa,eth_black,eth_black-asian,eth_other,eth_white,eth_white-asian,eth_white-black
392,0,-0.79151,-0.15487,-2.21069,-0.60633,1.46191,-1.37983,-2.07848,6,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
393,1,-1.43907,0.63779,-0.17779,-0.76096,1.81175,0.52975,0.40148,6,2,1,0,6,1,6,2,1,3,0,2,0,2,1,2,5,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
394,1,0.22393,1.2861,-0.45174,-1.47955,-0.78155,1.86203,1.2247,6,1,1,1,4,2,5,3,0,3,0,0,3,1,0,1,5,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
395,0,-1.86962,0.63779,-0.97631,-0.30172,0.58489,-0.21712,-0.52593,6,0,0,0,6,2,5,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
396,1,0.13606,0.47617,-0.84732,-1.47955,0.41594,1.29221,1.2247,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
397,0,-0.79151,0.32197,0.29338,-1.34289,0.93949,0.88113,-0.52593,6,0,0,0,6,5,3,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
398,1,-0.92104,1.2861,1.43533,0.94156,0.58489,-0.71126,-1.18084,1,1,1,0,5,1,6,1,0,1,0,1,0,0,0,1,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
399,0,-0.14882,-0.15487,-1.97495,0.59042,0.7583,-0.71126,-0.84637,4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
400,1,0.13606,-1.09207,-0.45174,-1.6209,-0.65253,1.86203,1.2247,5,2,2,0,6,6,6,2,0,2,0,2,2,2,0,2,6,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
401,1,-0.92104,-0.69509,-0.31776,-0.60633,-1.25773,0.52975,0.40148,5,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
402,1,-1.43907,0.63779,-0.31776,-0.76096,-0.40581,-1.37983,-0.52593,5,0,0,2,5,5,5,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
403,1,0.91093,-0.15487,-0.17779,-0.15487,0.25953,0.88113,0.07987,3,1,1,1,6,6,6,2,0,0,0,0,0,1,0,1,6,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
404,0,0.13606,1.58487,1.88511,1.2861,-0.00665,1.29221,0.7654,5,3,2,3,6,5,6,0,0,3,0,0,4,0,0,3,6,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
405,0,1.8399,-0.94779,1.65653,-0.01729,-0.40581,0.19268,0.40148,3,1,0,0,6,6,6,1,0,2,0,0,3,0,0,1,6,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
406,1,1.37297,-0.15487,-0.31776,-0.30172,-0.65253,-0.21712,0.07987,6,1,1,2,6,6,2,1,1,2,0,0,0,1,0,1,6,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
407,1,-0.67825,0.16767,0.58331,0.13136,-0.27607,0.19268,-1.54858,3,1,1,1,6,6,6,1,0,1,0,2,2,1,6,1,6,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
408,0,-1.55078,0.80523,0.7233,0.28783,0.58489,-0.21712,0.40148,1,1,0,2,6,6,6,1,0,0,0,0,0,0,3,0,6,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
409,1,1.02119,-1.37639,0.44585,0.94156,-1.38502,0.88113,0.40148,5,2,0,3,6,6,6,1,0,2,1,2,2,1,6,2,2,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
410,0,-0.46725,-1.50796,0.29338,0.13136,-1.64101,-0.21712,-0.84637,3,0,0,1,3,1,6,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
411,0,0.13606,1.11406,-0.97631,0.43852,-0.27607,-0.71126,-0.52593,6,0,0,0,3,2,6,2,0,2,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
412,1,0.04257,-0.15487,0.7233,0.13136,-0.40581,-0.21712,-0.21575,5,2,2,2,6,6,5,3,0,2,0,2,2,2,0,2,6,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
413,0,-1.86962,0.32197,-1.11902,-0.15487,-0.65253,0.19268,-0.21575,6,0,0,0,6,1,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
414,1,-0.58016,-1.09207,-0.58331,-2.07848,2.63199,-0.21712,0.7654,6,3,3,0,6,6,6,3,0,3,0,5,4,3,0,3,5,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
415,1,-0.05188,-0.69509,0.29338,-2.21844,-1.25773,0.19268,0.7654,5,0,3,3,6,6,5,5,0,3,0,4,3,0,0,2,6,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
416,1,-0.79151,0.96248,0.14143,-1.07533,-0.65253,1.29221,1.92173,5,2,2,0,5,2,4,2,2,2,0,0,0,2,0,2,2,2,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
417,0,0.31287,0.00332,1.06238,-0.45321,0.41594,-0.21712,-0.21575,6,0,3,0,6,4,5,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
418,1,0.62967,0.16767,-0.17779,-0.30172,0.12331,0.19268,-0.52593,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
419,1,0.31287,0.80523,-0.01928,-0.91699,1.13407,0.52975,0.7654,4,3,0,0,6,6,4,0,0,3,0,3,0,0,0,0,5,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
420,1,0.31287,-1.7625,-1.42424,-0.30172,-0.40581,0.52975,-0.84637,5,2,2,0,6,2,6,0,0,0,0,0,0,0,0,0,6,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
421,1,-0.79151,-0.15487,-0.01928,1.81866,-0.65253,-0.21712,-1.18084,4,1,1,3,6,6,6,1,0,1,0,0,2,1,1,1,6,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
422,0,-1.05308,0.80523,-0.71727,1.2861,0.93949,-0.21712,-0.84637,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
423,0,0.52135,0.00332,1.65653,0.94156,-0.00665,1.29221,0.40148,3,1,1,1,6,6,6,1,1,2,1,0,2,2,1,2,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
424,1,-0.34799,-0.30033,0.14143,-0.30172,-1.64101,-0.21712,-0.84637,6,2,3,0,6,5,5,1,0,3,0,0,3,1,0,2,5,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
425,1,0.22393,0.00332,-0.31776,-0.15487,-0.00665,0.52975,-0.21575,5,1,0,3,5,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
426,1,0.62967,-0.80615,-0.17779,-1.34289,-0.14277,0.88113,0.07987,6,1,1,1,6,6,5,3,0,3,0,1,3,3,0,4,0,2,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
427,0,-0.92104,-0.15487,-2.09015,0.28783,0.7583,-1.37983,-1.54858,5,0,0,3,6,2,6,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
428,1,0.22393,-0.94779,-1.42424,-0.76096,-0.27607,-0.21712,-0.21575,5,1,0,0,6,1,6,0,0,1,0,0,0,1,0,1,6,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
429,0,0.04257,0.32197,-0.97631,0.94156,-1.0145,0.19268,-0.21575,5,2,1,0,6,2,5,2,0,2,0,2,0,0,0,2,5,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
430,1,-0.24649,-0.30033,-1.68062,0.28783,0.12331,-0.71126,-1.18084,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
431,0,0.22393,1.93886,-1.11902,1.2861,-0.14277,1.86203,0.7654,6,1,1,0,2,2,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
432,0,-0.14882,0.96248,-1.55521,2.23427,1.63088,-0.21712,-0.52593,5,0,2,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
433,0,0.04257,0.47617,-1.11902,0.59042,1.81175,-0.71126,-0.52593,4,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
434,1,-0.67825,-0.30033,1.06238,1.81866,0.7583,-1.37983,-1.18084,1,0,0,0,2,6,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
435,1,-1.43907,0.47617,0.29338,-0.91699,0.41594,0.52975,0.40148,6,2,2,2,6,6,4,3,5,2,2,0,0,1,1,0,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
436,0,2.82196,-0.43999,-0.84732,-1.772,-2.04506,0.88113,0.07987,5,2,0,6,6,2,6,2,2,0,2,0,2,0,2,2,6,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
437,0,1.37297,-0.30033,0.29338,-0.15487,-1.78169,0.19268,-0.21575,4,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
438,0,-0.46725,0.47617,-0.58331,0.76096,1.81175,-0.21712,-0.52593,6,0,0,0,6,2,6,2,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
439,0,-0.67825,1.45421,-2.09015,-0.01729,0.58489,0.52975,0.07987,3,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
440,0,-0.92104,0.00332,0.29338,-0.15487,-0.00665,0.19268,0.07987,5,2,0,0,6,6,6,3,0,4,0,2,3,2,0,2,6,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
441,1,0.41667,0.63779,-0.71727,-0.76096,-0.27607,-0.21712,-0.21575,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
442,0,-0.46725,0.80523,0.58331,0.13136,0.7583,-2.55524,-0.84637,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
443,0,1.02119,-0.94779,-0.58331,-0.91699,0.41594,-0.21712,-1.54858,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
444,0,0.22393,-1.09207,0.44585,2.75696,-0.65253,-0.71126,0.40148,6,2,2,2,5,3,5,2,0,2,0,2,3,3,3,2,6,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
445,1,0.04257,-0.15487,-0.84732,-0.76096,-1.13788,1.29221,0.07987,6,2,1,0,6,2,6,2,0,2,0,0,2,0,0,2,6,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
446,0,1.13281,1.45421,1.06238,-1.772,-0.89891,1.29221,1.2247,5,0,2,3,6,3,5,0,0,2,0,0,3,4,0,3,5,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
447,1,-0.34799,0.63779,0.44585,-0.30172,0.7583,-0.21712,0.07987,5,3,3,0,3,3,6,3,0,4,0,4,3,3,3,3,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
448,0,0.73545,-0.15487,-0.84732,0.59042,-1.0145,0.52975,0.07987,5,2,2,2,6,5,4,2,2,2,0,2,2,0,0,2,6,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
449,0,-1.1943,0.80523,-0.84732,-0.15487,0.7583,0.19268,-0.52593,5,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
450,0,-0.14882,-0.15487,0.14143,0.13136,0.93949,-1.37983,0.07987,5,0,0,0,3,2,6,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
451,1,1.23461,-1.7625,-0.31776,0.13136,0.41594,-1.37983,-0.21575,5,2,3,0,4,3,5,0,0,2,0,2,2,0,0,2,2,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
452,1,-0.14882,-0.57545,0.88309,-0.76096,-0.27607,1.86203,0.7654,6,6,2,5,6,6,6,3,2,3,5,2,4,4,5,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
453,0,0.82562,-0.80615,0.7233,-0.76096,-2.57309,0.88113,-0.21575,6,3,3,0,6,3,5,0,0,2,0,0,4,0,0,0,5,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
454,1,1.60383,-0.43999,0.29338,-2.21844,-0.65253,0.88113,0.40148,6,3,1,4,6,4,6,3,1,3,3,2,2,2,1,2,6,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
455,0,-0.46725,-0.57545,0.14143,0.59042,0.7583,-1.37983,-2.07848,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
456,0,0.62967,0.00332,0.14143,0.59042,0.12331,-0.21712,0.07987,6,4,2,0,6,6,6,2,0,4,0,4,4,3,0,3,6,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
457,1,0.91093,1.2861,1.88511,-2.5383,-0.40581,0.52975,0.07987,4,3,0,0,6,4,6,2,0,3,0,4,3,3,3,3,5,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
458,0,1.23461,-1.37639,1.24033,-1.772,0.25953,0.88113,0.07987,6,3,3,4,6,5,6,3,0,2,3,5,3,2,3,2,6,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
459,1,1.49158,-1.37639,-2.63199,1.81866,-1.25773,0.52975,-1.18084,5,0,2,0,6,2,4,0,0,3,0,0,2,0,0,2,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
460,1,0.82562,0.47617,1.43533,0.13136,-2.30408,1.29221,1.2247,3,2,2,1,6,2,6,2,0,2,0,0,2,1,0,1,6,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
461,1,1.02119,-0.94779,-0.58331,1.45039,-1.25773,-0.21712,0.40148,6,1,2,0,6,1,3,1,0,0,0,0,1,1,0,1,3,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
462,0,0.31287,-0.80615,1.06238,0.76096,0.93949,0.19268,-0.21575,5,2,2,3,5,3,5,0,0,2,0,0,2,3,3,3,6,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
463,0,1.37297,-1.09207,-0.01928,-0.45321,-0.40581,1.29221,0.7654,5,0,2,0,6,2,6,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
464,0,0.31287,0.63779,1.06238,1.11406,-0.27607,-0.71126,0.7654,0,2,0,2,6,6,5,0,0,3,0,0,2,0,0,2,6,2,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
465,1,0.22393,0.00332,1.24033,-0.01729,1.46191,-0.21712,-0.21575,6,1,1,0,2,1,5,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
466,1,-0.05188,0.16767,-0.71727,-0.30172,0.12331,-1.37983,-1.18084,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
467,1,-1.1943,1.74091,1.43533,0.76096,-0.00665,0.88113,1.2247,5,3,2,0,6,3,5,3,0,3,0,0,2,3,0,2,6,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
468,0,2.82196,-1.6334,-1.42424,1.61108,-2.04506,-0.21712,0.07987,3,1,1,6,6,1,6,1,1,1,2,0,0,1,6,0,6,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
469,0,0.13606,0.80523,0.29338,-0.15487,0.7583,-0.71126,-0.84637,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
470,1,-0.92104,2.57309,1.06238,1.11406,2.33337,-0.21712,0.40148,5,2,2,2,6,6,5,2,0,3,0,0,2,3,0,3,6,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
471,0,0.31287,0.00332,-0.17779,1.2861,-0.00665,0.19268,-0.21575,5,2,2,2,6,3,5,2,2,2,2,0,2,2,2,0,6,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
472,0,1.37297,0.00332,-0.45174,-0.76096,-0.52745,0.88113,-0.21575,2,0,0,3,6,6,5,2,0,0,0,0,0,0,2,0,6,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
473,0,-0.24649,0.96248,0.14143,-0.15487,0.41594,-1.37983,-2.07848,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
